claim_id,value_script
app_reg_t1_cells,100
app_reg_t2_cells,100
app_reg_t3_cells,100
app_reg_t4_cells,75
app_reg_t5_cells,75
app_reg_t6_cells,21
app_reg_t7_cells,21
app_t1_n_panel_1_lucid,2321
app_t1_n_panel_1_mturk,2090
app_t1_n_panel_2_mturk,2059
app_t1_n_panel_3_lucid,2390
app_t1_n_panel_4_mturk,2582
app_t1_n_panel_5_lucid,2200
app_t1_n_panel_6_mturk,1599
app_t1_n_panel_7_lucid,2388
art_intro_correction_effect,10.518621251909812
art_intro_fact_checks,21
art_intro_lag_days,13.428571428571429
art_intro_misinfo_effect,4.3030506286172905
art_intro_persist_w2,48.9445232931016
art_intro_persist_w3,42.94580522008934
art_intro_total_n,17629
design_traffic_dem,45122.77777777778
design_traffic_rep,138970.9166666667
disc_persist_w2,48.9445232931016
disc_persist_w3,42.94580522008934
fig5_grp_agree_high_treatmentcontrol,5.182631055255368
fig5_grp_agree_high_treatmentfactcheck,-13.394319465818814
fig5_grp_agree_low_treatmentcontrol,3.9598146197896664
fig5_grp_agree_low_treatmentfactcheck,-8.088785807946106
fig5_grp_conscientiousness_high_treatmentcontrol,4.855031269596538
fig5_grp_conscientiousness_high_treatmentfactcheck,-13.006929540289
fig5_grp_conscientiousness_low_treatmentcontrol,3.038573643017126
fig5_grp_conscientiousness_low_treatmentfactcheck,-7.970369621299811
fig5_grp_crt_high_treatmentcontrol,4.570291909077646
fig5_grp_crt_high_treatmentfactcheck,-13.412932377894714
fig5_grp_crt_low_treatmentcontrol,4.171896706093576
fig5_grp_crt_low_treatmentfactcheck,-8.848047205772309
fig5_grp_emotstab_high_treatmentcontrol,5.635223807284482
fig5_grp_emotstab_high_treatmentfactcheck,-13.208298601767188
fig5_grp_emotstab_low_treatmentcontrol,3.3409172904707813
fig5_grp_emotstab_low_treatmentfactcheck,-8.125258132719228
fig5_grp_extraversion_high_treatmentcontrol,3.785365192818414
fig5_grp_extraversion_high_treatmentfactcheck,-7.857891894701843
fig5_grp_extraversion_low_treatmentcontrol,3.5612738011819025
fig5_grp_extraversion_low_treatmentfactcheck,-13.363046975438069
fig5_grp_nfc_high_treatmentcontrol,4.346163833807412
fig5_grp_nfc_high_treatmentfactcheck,-14.28025623734888
fig5_grp_nfc_low_treatmentcontrol,4.519868430824201
fig5_grp_nfc_low_treatmentfactcheck,-8.988519005926138
fig5_grp_openness_high_treatmentcontrol,5.864898345620536
fig5_grp_openness_high_treatmentfactcheck,-13.345632536897135
fig5_grp_openness_low_treatmentcontrol,3.2935948596070994
fig5_grp_openness_low_treatmentfactcheck,-6.598453852446856
fig5_grp_pk_high_treatmentcontrol,4.307454439924622
fig5_grp_pk_high_treatmentfactcheck,-10.728137258853092
fig5_grp_pk_low_treatmentcontrol,4.092509518984123
fig5_grp_pk_low_treatmentfactcheck,-8.008936037259135
fig5_grp_polint_high_treatmentcontrol,4.30560702188842
fig5_grp_polint_high_treatmentfactcheck,-8.89438753333155
fig5_grp_polint_low_treatmentcontrol,4.537455443469079
fig5_grp_polint_low_treatmentfactcheck,-12.251720036970404
fig6_Democrat_treatmentcontrol,-0.2594686214960111
fig6_Democrat_treatmentfactcheck,0.23251859569429492
fig6_Independent_treatmentcontrol,-0.5958374897570177
fig6_Independent_treatmentfactcheck,-0.31728679275832766
fig6_overall_treatmentcontrol,-0.23050058985011893
fig6_overall_treatmentfactcheck,0.19023302046768104
fig6_Republican_treatmentcontrol,0.013727405975019452
fig6_Republican_treatmentfactcheck,0.15495842060067555
res_fc_sig_count,20
res_meta_correction,-10.518621251909812
res_meta_correction_se,1.1406301583577763
res_meta_misinfo,4.3030506286172905
res_meta_misinfo_se,1.0689507746273725
res_misinfo_sig_count,13
res_opportunities,24
res_persist_w2_precise,48.9445232931016
res_persist_w3_precise,42.94580522008934
